parent,name*,displayName,description,synonyms,relatedTerms,references,tags,reviewers,owner,glossaryStatus,extension
,Hướng dẫn sử dụng,Hướng dẫn sử dụng,Căn cứ theo Giấy chứng nhận đăng ký thuốc BVTV đã được cấp.,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.1.5.9.3;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,"Hồ sơ cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp thay đổi thông tin liên quan đến tổ chức, cá nhân đăng ký (trường hợp tên, địa chỉ tổ chức, cá nhân đăng ký thay đổi)","Hồ sơ cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp thay đổi thông tin liên quan đến tổ chức, cá nhân đăng ký (trường hợp tên, địa chỉ tổ chức, cá nhân đăng ký thay đổi)","Giấy chứng nhận đăng ký thuốc bảo vệ thực vật cần thay đổi thông tin liên quan đến tổ chức, cá nhân đăng ký, tổ chức, cá nhân có nhu cầu cấp lại  nộp hồ sơ đề nghị cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật.",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không;unit:""Hồ sơ"""
,Đơn đề nghị cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật,Đơn đề nghị cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật,Theo mẫu quy định tại Phụ lục II ban hành kèm theo Thông tư số 21/2015/TT-BNNPTNT,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.1;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không;unit:Tờ"
,"Thông tin tên tổ chức, cá nhân đăng ký","Thông tin tên tổ chức, cá nhân đăng ký","Tên tổ chức, cá nhân theo Giấy chứng nhận đăng ký thuốc BVTV đã được cấp.",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.1.1;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,"Thông tin địa chỉ tổ chức, cá nhân đăng ký","Thông tin địa chỉ tổ chức, cá nhân đăng ký","Địa chỉ tổ chức, cá nhân theo Giấy chứng nhận đăng ký thuốc BVTV đã được cấp.",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.1.2;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,Tên thương phẩm ,Tên thương phẩm ,Căn cứ theo Giấy chứng nhận đăng ký thuốc BVTV đã được cấp.,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.1.3;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,"Hoạt chất, hàm lượng hoạt chất, đơn vị tính","Hoạt chất, hàm lượng hoạt chất, đơn vị tính",Căn cứ theo Giấy chứng nhận đăng ký thuốc BVTV đã được cấp.,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.1.4;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,Tên nhà sản xuất ,Tên nhà sản xuất ,Căn cứ theo Giấy chứng nhận đăng ký thuốc BVTV đã được cấp.,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.1.5;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,Địa chỉ nơi sản xuất,Địa chỉ nơi sản xuất,Căn cứ theo Giấy chứng nhận đăng ký thuốc BVTV đã được cấp.,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.1.6;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,Đối tượng đăng ký sử dụng,Đối tượng đăng ký sử dụng,"Thông tin cây trồng, đối tượng sinh vật gây hại đề nghị cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật.",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.1.7;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,Cây trồng,Cây trồng,Căn cứ theo Giấy chứng nhận đăng ký thuốc BVTV đã được cấp.,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.1.7.1;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,Sinh vật gây hại,Sinh vật gây hại,Căn cứ theo Giấy chứng nhận đăng ký thuốc BVTV đã được cấp.,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.1.7.2;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,Nội dung thay đổi,Nội dung thay đổi,"Căn cứ theo Giấy chứng nhận đăng ký doanh nghiệp mới (trường hợp tên, địa chỉ tổ chức cá nhân đăng ký thay đổi);",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.1.8;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,Bản chính Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật.,Bản chính Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật.,"Bản chính Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đã được cấp, trừ trường hợp bị mất.",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.2;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có;unit:Tờ"
,"Giấy chứng nhận đăng ký doanh nghiệp mới (trường hợp tên, địa chỉ tổ chức cá nhân đăng ký thay đổi)","Giấy chứng nhận đăng ký doanh nghiệp mới (trường hợp tên, địa chỉ tổ chức cá nhân đăng ký thay đổi)","Giấy chứng nhận đăng ký doanh nghiệp mới (trường hợp tên, địa chỉ tổ chức cá nhân đăng ký thay đổi)",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.3;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,Phiếu thẩm định hồ sơ ,Phiếu thẩm định hồ sơ ,Thẩm định tính đầy đủ về thành phần hồ sơ đáp ứng theo quy định ,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.4;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;sensitivePersonalData:Có;unit:Tờ"
,Giấy chứng nhận đăng ký thuốc bảo vệ thực vật,Giấy chứng nhận đăng ký thuốc bảo vệ thực vật,"Doanh nghiệp sử dụng giấy chứng nhận đăng ký thuốc bảo vệ thực vật sau khi được cấp lại để nhập khẩu, sản xuất, kinh doanh Thuốc BVTV tại Việt Nam (Thời hạn có hiệu lực của giấy chứng nhận đăng ký thuốc bảo vệ thực vật cấp lại giữ nguyên thời hạn của giấy đã cấp, trước 3 tháng khi hết hạn, tổ chức, cá nhân có nhu cầu làm thủ tục gia hạn Giấy chứng nhận đăng ký Thuốc bvtv )",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.5;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có;unit:Tờ"
,"Tên tổ chức, cá nhân đăng ký","Tên tổ chức, cá nhân đăng ký",Căn cứ theo Giấy chứng nhận đăng ký doanh nghiệp mới,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.5.1;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,"Địa chỉ tổ chức, cá nhân đăng ký","Địa chỉ tổ chức, cá nhân đăng ký",Căn cứ theo Giấy chứng nhận đăng ký doanh nghiệp mới ,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.5.2;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,Loại thuốc,Loại thuốc,Căn cứ theo Giấy chứng nhận đăng ký thuốc BVTV đã được cấp.,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.5.3;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,Tên thương phẩm và dạng thuốc,Tên thương phẩm và dạng thuốc,Căn cứ theo Giấy chứng nhận đăng ký thuốc BVTV đã được cấp.,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.5.4;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,Hoạt chất và hàm lượng hoạt chất,Hoạt chất và hàm lượng hoạt chất,Căn cứ theo Giấy chứng nhận đăng ký thuốc BVTV đã được cấp.,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy chứng nhận đăng ký Thuốc Bảo vệ thực vật đối với trường hợp đổi tên thương phẩm, thông tin liên quan đến tổ chức, cá nhân đăng ký"";id:6.2.5.5;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
